0.000,234.877,0.384160
0.010,442.509,0.533594
0.020,441.585,0.876968
0.030,440.650,0.927522
0.040,440.270,0.949645
0.050,440.087,0.951850
0.060,439.169,0.948902
0.070,438.436,0.934524
0.080,438.351,0.934144
0.090,438.683,0.942300
0.100,439.151,0.950716
0.110,439.503,0.960037
0.120,439.933,0.964057
0.130,440.087,0.964508
0.140,439.670,0.957493
0.150,439.435,0.951915
0.160,439.484,0.950129
0.170,439.572,0.939367
0.180,439.081,0.906378
0.190,438.080,0.895154
0.200,438.631,0.840637
0.210,439.941,0.811106
0.220,294.800,0.368671
0.230,294.993,0.624681
0.240,295.274,0.671348
0.250,295.102,0.690283
0.260,589.493,0.747549
0.270,589.084,0.735822
0.280,294.333,0.607921
0.290,294.052,0.708459
0.300,293.288,0.616363
0.310,292.704,0.571863
0.320,585.735,0.530350
0.330,584.191,0.642350
0.340,578.733,0.685899
0.350,568.420,0.692859
0.360,561.011,0.818330
0.370,556.787,0.912743
0.380,556.901,0.940882
0.390,557.827,0.944956
0.400,558.012,0.940308
0.410,557.505,0.943036
0.420,557.842,0.932705
0.430,557.945,0.936300
0.440,556.668,0.935506
0.450,556.370,0.934592
0.460,558.404,0.893541
0.470,559.236,0.844581
0.480,561.862,0.739407
0.490,562.284,0.722801
0.500,562.495,0.799398
0.510,563.797,0.705828
0.520,579.402,0.655543
0.530,587.610,0.904635
0.540,589.297,0.960846
0.550,588.696,0.979663
0.560,588.953,0.983024
0.570,588.431,0.982361
0.580,587.822,0.981883
0.590,587.862,0.981583
0.600,588.540,0.980795
0.610,588.807,0.977456
0.620,588.065,0.945946
0.630,586.603,0.831914
0.640,586.240,0.811948
0.650,585.113,0.852627
0.660,582.615,0.827981
0.670,582.706,0.686865
0.680,697.772,0.436193
0.690,696.390,0.711577
0.700,697.631,0.811955
0.710,698.190,0.864933
0.720,697.731,0.889219
0.730,698.116,0.919242
0.740,697.629,0.923967
0.750,696.126,0.872892
0.760,692.466,0.827357
0.770,690.544,0.785229
0.780,694.359,0.818369
0.790,695.882,0.666001
0.800,585.228,0.440822
0.810,589.702,0.755647
0.820,590.609,0.889549
0.830,590.488,0.939482
0.840,590.727,0.950845
0.850,590.167,0.967421
0.860,589.498,0.976369
0.870,589.299,0.973233
0.880,588.962,0.968084
0.890,589.122,0.962212
0.900,589.076,0.949203
0.910,588.397,0.914671
0.920,588.292,0.862808
0.930,588.226,0.836076
0.940,587.618,0.740187
0.950,589.071,0.661042
0.960,590.210,0.733929
0.970,590.751,0.725415
0.980,147.275,0.518321
0.990,147.164,0.619898
1.000,147.148,0.577929
1.010,147.010,0.549133
1.020,146.946,0.687604
1.030,440.269,0.647613
1.040,439.846,0.832091
1.050,439.592,0.864185
1.060,439.500,0.883154
1.070,439.591,0.889560
1.080,438.942,0.868369
1.090,438.687,0.826376
1.100,439.015,0.898142
1.110,439.403,0.930256
1.120,439.294,0.931545
1.130,438.207,0.846196
1.140,438.239,0.612791
1.150,293.784,0.658186
1.160,294.008,0.842474
1.170,294.212,0.890191
1.180,293.914,0.887169
1.190,293.831,0.882387
1.200,293.728,0.854320
1.210,293.475,0.873300
1.220,293.250,0.878791
1.230,292.928,0.869996
1.240,292.394,0.840326
1.250,292.341,0.798459
1.260,292.655,0.823417
1.270,293.827,0.849753
1.280,294.765,0.891720
1.290,295.360,0.932405
1.300,295.061,0.940603
1.310,294.456,0.907027
1.320,294.827,0.814771
1.330,294.643,0.706810
1.340,292.899,0.232149
1.350,146.812,0.795977
1.360,442.008,0.772346
1.370,442.328,0.924185
1.380,442.177,0.949262
1.390,442.057,0.946840
1.400,441.645,0.956651
1.410,441.392,0.958959
1.420,441.088,0.961331
1.430,441.073,0.956823
1.440,441.199,0.954078
1.450,440.511,0.958260
1.460,439.938,0.946122
1.470,440.169,0.927996
1.480,439.930,0.887936
1.490,439.644,0.881629
1.500,438.733,0.901611
1.510,439.611,0.665422
1.520,590.725,0.708537
1.530,591.126,0.820707
1.540,590.339,0.915686
1.550,589.873,0.965736
1.560,589.066,0.978199
1.570,588.639,0.978736
1.580,588.229,0.976314
1.590,588.199,0.971967
1.600,587.427,0.945820
1.610,586.874,0.894311
1.620,586.213,0.914225
1.630,586.826,0.914303
1.640,589.450,0.844801
1.650,588.810,0.873083
1.660,582.228,0.714366
1.670,564.397,0.736152
1.680,559.865,0.868604
1.690,558.954,0.911490
1.700,559.933,0.903863
1.710,558.939,0.923229
1.720,557.285,0.942007
1.730,558.136,0.939106
1.740,557.522,0.941861
1.750,555.935,0.942272
1.760,556.166,0.941997
1.770,557.233,0.919624
1.780,557.095,0.848091
1.790,558.664,0.794650
1.800,562.635,0.730980
1.810,563.647,0.653264
1.820,561.545,0.652696
1.830,569.666,0.522262
1.840,579.589,0.756716
1.850,583.943,0.919544
1.860,586.040,0.962322
1.870,586.608,0.972246
1.880,587.260,0.979139
1.890,586.765,0.974297
1.900,587.014,0.980031
1.910,587.198,0.983962
1.920,586.830,0.979398
1.930,586.544,0.965481
1.940,585.431,0.923939
1.950,584.826,0.910703
1.960,583.822,0.868208
1.970,585.372,0.875063
1.980,585.153,0.823982
1.990,583.749,0.557684
2.000,695.273,0.519598
2.010,696.486,0.729424
2.020,696.652,0.833291
2.030,696.280,0.885095
2.040,696.350,0.908314
2.050,695.626,0.924731
2.060,693.673,0.929504
2.070,692.768,0.941312
2.080,694.192,0.944546
2.090,695.184,0.931304
2.100,695.801,0.782670
2.110,582.827,0.593625
2.120,587.736,0.880531
2.130,588.671,0.952863
2.140,589.106,0.972645
2.150,589.085,0.980997
2.160,589.072,0.983816
2.170,588.466,0.983335
2.180,587.523,0.978574
2.190,586.884,0.951489
