0.000,1343.696,0.639762
0.010,1348.072,0.859700
0.020,1343.519,0.843009
0.030,1333.726,0.853080
0.040,1336.028,0.850237
0.050,1336.834,0.843171
0.060,1333.622,0.863076
0.070,1334.955,0.837452
0.080,1335.343,0.762337
0.090,1332.225,0.610502
0.100,1327.351,0.444724
0.110,1322.346,0.285618
0.120,1326.810,0.245203
0.130,1333.482,0.412539
0.140,1333.369,0.418058
0.150,562.046,0.167892
0.160,1134.060,0.524274
0.170,1138.554,0.827358
0.180,1139.015,0.888638
0.190,1136.731,0.874423
0.200,1132.110,0.815616
0.210,1128.113,0.797146
0.220,1118.758,0.798490
0.230,1106.675,0.730947
0.240,1108.550,0.815299
0.250,1116.455,0.762551
0.260,1121.705,0.683212
0.270,1120.375,0.795645
0.280,1118.435,0.804967
0.290,1118.729,0.666457
0.300,1120.741,0.525082
0.310,1117.324,0.256242
0.320,1119.204,0.345675
0.330,1128.241,0.388342
0.340,1110.873,0.393929
0.350,1100.566,0.336685
0.360,1099.733,0.181086
0.370,1100.281,0.116109
0.380,795.434,0.117058
0.390,793.121,0.144588
0.400,396.813,0.185474
0.410,264.695,0.465152
0.420,265.640,0.402303
0.430,265.947,0.200656
0.440,797.958,0.109271
0.450,271.618,0.243881
0.460,553.345,0.206777
0.470,1123.737,0.152595
0.480,747.049,0.364716
0.490,747.997,0.810201
0.500,747.905,0.879437
0.510,747.527,0.913519
0.520,746.246,0.919717
0.530,745.073,0.942110
0.540,743.848,0.953764
0.550,743.326,0.949519
0.560,743.454,0.925253
0.570,745.424,0.843240
0.580,748.211,0.551656
0.590,747.847,0.289167
0.600,758.693,0.291596
0.610,378.864,0.237976
0.620,790.363,0.278420
0.630,796.536,0.480851
0.640,397.964,0.594321
0.650,1193.695,0.795566
0.660,1192.236,0.884223
0.670,1190.859,0.888841
0.680,1190.135,0.892419
0.690,1185.628,0.881701
0.700,1181.352,0.915639
0.710,1180.036,0.917634
0.720,1183.000,0.869065
0.730,1189.201,0.694763
0.740,1192.204,0.513200
0.750,397.691,0.693061
0.760,397.280,0.490441
0.770,495.901,0.436780
