0.000,32.486,0.026214
0.001,32.210,0.029935
0.002,32.223,0.024792
0.003,32.218,0.027883
0.004,32.083,0.012292
0.005,35.718,0.008181
0.006,35.664,0.014511
0.007,35.465,0.033219
0.008,35.598,0.039171
0.009,35.684,0.028686
0.010,35.620,0.053464
0.011,35.731,0.020798
0.012,35.749,0.109385
0.013,35.837,0.109086
0.014,36.071,0.044561
0.015,35.872,0.024483
0.016,35.741,0.050170
0.017,35.978,0.028052
0.018,35.999,0.027229
0.019,185.401,0.013325
0.020,35.961,0.027372
0.021,112.140,0.020541
0.022,36.062,0.013677
0.023,112.244,0.026254
0.024,113.359,0.018715
0.025,112.666,0.078134
0.026,112.578,0.070062
0.027,112.864,0.128732
0.028,112.763,0.155473
0.029,113.121,0.227783
0.030,113.092,0.227150
0.031,113.263,0.281956
0.032,185.400,0.266199
0.033,113.251,0.321245
0.034,114.009,0.359631
0.035,113.235,0.361656
0.036,113.096,0.319653
0.037,112.703,0.288985
0.038,112.059,0.280275
0.039,186.461,0.304715
0.040,186.785,0.249282
0.041,187.019,0.353513
0.042,186.812,0.304762
0.043,186.870,0.362123
0.044,186.886,0.219954
0.045,187.375,0.251101
0.046,202.921,0.162741
0.047,200.217,0.179399
0.048,192.668,0.177831
0.049,203.037,0.187015
0.050,202.494,0.246448
0.051,202.703,0.240105
0.052,203.175,0.218947
0.053,203.420,0.238717
0.054,201.590,0.300660
0.055,201.546,0.338019
0.056,200.651,0.281486
0.057,202.560,0.254140
0.058,202.486,0.336339
0.059,201.657,0.367943
0.060,200.770,0.256766
0.061,201.406,0.293913
0.062,200.078,0.190774
0.063,201.938,0.141820
0.064,202.528,0.169534
0.065,101.494,0.097575
0.066,100.648,0.061550
0.067,101.360,0.072003
0.068,100.322,0.038424
0.069,33.117,0.037241
0.070,132.953,0.017996
0.071,133.003,0.037651
0.072,131.705,0.020893
0.073,131.660,0.062071
0.074,140.960,0.087474
0.075,134.777,0.351214
0.076,134.890,0.521587
0.077,134.910,0.523835
0.078,135.176,0.556557
0.079,135.013,0.534748
0.080,135.417,0.470183
0.081,135.068,0.505974
0.082,134.704,0.334177
0.083,131.855,0.341466
0.084,130.473,0.130939
0.085,223.444,0.111300
0.086,327.879,0.097989
0.087,329.102,0.216042
0.088,330.699,0.272785
0.089,333.236,0.472458
0.090,333.427,0.344939
0.091,333.973,0.503548
0.092,334.859,0.536103
0.093,335.109,0.584345
0.094,334.719,0.622594
0.095,334.934,0.657310
0.096,335.084,0.649861
0.097,334.754,0.707435
0.098,334.880,0.708885
0.099,334.787,0.648008
0.100,334.537,0.673398
0.101,334.124,0.705948
0.102,333.770,0.707065
0.103,334.149,0.723801
0.104,333.545,0.737007
0.105,333.977,0.704168
0.106,334.123,0.716144
0.107,333.817,0.750937
0.108,333.852,0.658565
0.109,333.602,0.665095
0.110,333.406,0.726451
0.111,333.325,0.695287
0.112,333.382,0.618604
0.113,333.260,0.723927
0.114,332.733,0.654590
