0.000   79.923   0.000
0.001   79.923   0.000
0.002   79.923   0.000
0.003   79.923   0.000
0.004   79.923   0.000
0.005   79.923   0.000
0.006   79.923   0.000
0.007   79.923   0.000
0.008   79.923   0.000
0.009   79.923   0.000
0.010   79.923   0.000
0.011   79.923   0.000
0.012   79.923   0.000
0.013   79.923   0.000
0.014   79.923   0.000
0.015   79.923   0.000
0.016   79.923   0.000
0.017   79.923   0.000
0.018   79.923   0.000
0.019   79.923   0.000
0.020   79.923   0.000
0.021   79.923   0.000
0.022   79.923   0.000
0.023   79.923   0.000
0.024   79.923   0.000
0.025   79.923   0.000
0.026   79.923   0.000
0.027   79.923   0.000
0.028   79.923   0.000
0.029   79.923   0.000
0.030   79.923   0.000
0.031   79.923   0.000
0.032   79.923   0.000
0.033   79.923   0.000
0.034   79.923   0.000
0.035   79.923   0.000
0.036   79.923   0.000
0.037   79.923   0.000
0.038   79.923   0.000
0.039   79.923   0.000
0.040   79.923   0.000
0.041   79.923   0.000
0.042   79.923   0.000
0.043   79.923   0.000
0.044   79.923   0.000
0.045   79.923   0.000
0.046   79.923   0.000
0.047   79.923   0.000
0.048   79.923   0.000
0.049   79.923   0.000
0.050   79.923   0.000
0.051   79.923   0.000
0.052   79.923   0.000
0.053   79.923   0.000
0.054   79.923   0.000
0.055   79.923   0.000
0.056   79.923   0.000
0.057   79.923   0.000
0.058   79.923   0.000
0.059   79.923   0.000
0.060   79.923   0.000
0.061   79.923   0.000
0.062   79.923   0.000
0.063   79.923   0.000
0.064   79.923   0.000
0.065   79.923   0.000
0.066   79.923   0.000
0.067   79.923   0.000
0.068   79.923   0.000
0.069   79.923   0.000
0.070   79.923   0.000
0.071   79.923   0.000
0.072   79.923   0.000
0.073   79.923   0.000
0.074   79.923   0.000
0.075   79.923   0.000
0.076   79.923   0.000
0.077   79.923   0.000
0.078   79.923   0.000
0.079   79.923   0.000
0.080   79.923   0.000
0.081   79.923   0.000
0.082   79.923   0.000
0.083   79.923   0.000
0.084   79.923   0.000
0.085   79.923   0.000
0.086   79.923   0.000
0.087   79.923   0.000
0.088   79.923   0.000
0.089   79.923   0.000
0.090   79.923   0.000
0.091   79.923   0.000
0.092   79.923   0.000
0.093   79.923   0.000
0.094   79.923   0.000
0.095   79.923   0.000
0.096   79.923   0.000
0.097   79.923   0.000
0.098   79.923   0.000
0.099   79.923   0.000
0.100   79.923   0.000
0.101   79.923   0.000
0.102   79.923   0.000
0.103   79.923   0.000
0.104   79.923   0.000
0.105   79.923   0.000
0.106   79.923   0.000
0.107   79.923   0.000
0.108   79.923   0.000
0.109   79.923   0.000
0.110   79.923   0.000
0.111   79.923   0.000
0.112   79.923   0.000
0.113   79.923   0.000
0.114   79.923   0.000
0.115   79.923   0.000
0.116   79.923   0.000
0.117   79.923   0.000
0.118   79.923   0.000
0.119   79.923   0.000
0.120   79.923   0.000
0.121   79.923   0.000
0.122   79.923   0.000
0.123   79.923   0.000
0.124   79.923   0.000
0.125   79.923   0.000
0.126   79.923   0.000
0.127   79.923   0.000
0.128   79.923   0.000
0.129   79.923   0.000
0.130   79.923   0.000
0.131   79.923   0.000
0.132   79.923   0.000
0.133   79.923   0.000
0.134   79.923   0.000
0.135   79.923   0.000
0.136   79.923   0.000
0.137   79.923   0.000
0.138   79.923   0.000
0.139   79.923   0.000
0.140   79.923   0.000
0.141   79.923   0.000
0.142   79.923   0.000
0.143   79.923   0.000
0.144   79.923   0.000
0.145   79.923   0.000
0.146   79.923   0.000
0.147   79.923   0.000
0.148   79.923   0.000
0.149   79.923   0.000
0.150   79.923   0.000
0.151   79.923   0.000
0.152   79.923   0.000
0.153   79.923   0.000
0.154   79.923   0.000
0.155   79.923   0.000
0.156   79.923   0.000
0.157   79.923   0.000
0.158   79.923   0.000
0.159   79.923   0.000
0.160   79.923   0.000
0.161   79.923   0.000
0.162   79.923   0.000
0.163   79.923   0.000
0.164   79.923   0.000
0.165   79.923   0.000
0.166   79.923   0.000
0.167   79.923   0.000
0.168   79.923   0.000
0.169   79.923   0.000
0.170   79.923   0.000
0.171   79.923   0.000
0.172   79.923   0.000
0.173   79.923   0.000
0.174   79.923   0.000
0.175   79.923   0.000
0.176   79.923   0.000
0.177   79.923   0.000
0.178   79.923   0.000
0.179   79.923   0.000
0.180   79.923   0.000
0.181   79.923   0.000
0.182   79.923   0.000
0.183   79.923   0.000
0.184   79.923   0.000
0.185   79.923   0.000
0.186   79.923   0.000
0.187   79.923   0.000
0.188   79.923   0.000
0.189   79.923   0.000
0.190   79.923   0.000
0.191   79.923   0.000
0.192   79.923   0.000
0.193   79.923   0.000
0.194   79.923   0.000
0.195   79.923   0.000
0.196   79.923   0.000
0.197   79.923   0.000
0.198   79.923   0.000
0.199   79.923   0.000
0.200   79.923   0.000
0.201   79.923   0.000
0.202   79.923   0.000
0.203   79.923   0.000
0.204   79.923   0.000
0.205   79.923   0.000
0.206   79.923   0.000
0.207   79.923   0.000
0.208   79.923   0.000
0.209   79.923   0.000
0.210   79.923   0.000
0.211   79.923   0.000
0.212   79.923   0.000
0.213   79.924   0.000
0.214   79.926   0.000
0.215   79.929   0.000
0.216   79.933   0.000
0.217   79.938   0.000
0.218   79.944   0.000
0.219   79.951   0.000
0.220   79.959   0.000
0.221   79.968   0.000
0.222   79.977   0.000
0.223   79.987   0.000
0.224   79.998   0.000
0.225   80.009   0.000
0.226   80.365   0.000
0.227   80.379   0.000
0.228   80.393   0.000
0.229   80.407   0.000
0.230   80.422   0.000
0.231   80.436   0.000
0.232   80.449   0.000
0.233   81.675   0.000
0.234   81.690   0.000
0.235   81.704   0.000
0.236   81.716   0.000
0.237   81.727   0.000
0.238   81.737   0.000
0.239   81.749   0.000
0.240   81.759   0.000
0.241   81.763   0.000
0.242   81.763   0.000
0.243   81.766   0.000
0.244   82.195   0.000
0.245   82.211   0.000
0.246   82.233   0.001
0.247   82.257   0.001
0.248   82.281   0.001
0.249   82.305   0.001
0.250   82.327   0.001
0.251   82.345   0.001
0.252   82.367   0.001
0.253   82.399   0.001
0.254   82.434   0.001
0.255   82.466   0.001
0.256   82.498   0.001
0.257   82.534   0.001
0.258   247.688   0.001
0.259   247.704   0.001
0.260   247.720   0.002
0.261   247.747   0.002
0.262   247.781   0.002
0.263   247.818   0.002
0.264   247.859   0.002
0.265   247.902   0.003
0.266   247.963   0.003
0.267   248.059   0.003
0.268   248.190   0.003
0.269   248.329   0.003
0.270   250.113   0.002
0.271   250.206   0.002
0.272   250.299   0.003
0.273   250.382   0.003
0.274   250.434   0.003
