0.000   164.249   0.136
0.001   164.423   0.170
0.002   443.225   0.173
0.003   443.191   0.247
0.004   443.229   0.333
0.005   443.108   0.441
0.006   442.901   0.522
0.007   442.737   0.514
0.008   442.748   0.508
0.009   442.586   0.515
0.010   442.423   0.510
0.011   442.491   0.483
0.012   442.704   0.432
0.013   443.589   0.413
0.014   442.868   0.395
0.015   443.779   0.375
0.016   444.074   0.344
0.017   444.273   0.325
0.018   444.254   0.307
0.019   444.269   0.271
0.020   333.076   0.241
0.021   333.220   0.248
0.022   333.215   0.238
0.023   333.279   0.225
0.024   333.415   0.226
0.025   333.442   0.228
0.026   333.372   0.236
0.027   333.338   0.251
0.028   333.327   0.259
0.029   333.249   0.258
0.030   333.248   0.244
0.031   333.289   0.246
0.032   333.281   0.250
0.033   333.233   0.248
0.034   333.248   0.237
0.035   333.334   0.224
0.036   333.379   0.226
0.037   333.367   0.220
0.038   333.395   0.211
0.039   333.490   0.203
0.040   333.570   0.195
0.041   333.628   0.179
0.042   333.728   0.157
0.043   333.835   0.142
0.044   333.890   0.134
0.045   333.954   0.127
0.046   334.057   0.117
0.047   334.127   0.111
0.048   334.117   0.111
0.049   334.088   0.109
0.050   334.104   0.103
0.051   334.143   0.099
0.052   334.134   0.098
0.053   334.113   0.096
0.054   334.134   0.091
0.055   334.175   0.087
0.056   334.207   0.083
0.057   334.243   0.077
0.058   334.291   0.073
0.059   334.349   0.070
0.060   334.417   0.066
0.061   334.461   0.062
0.062   334.493   0.059
0.063   441.746   0.058
0.064   441.892   0.058
0.065   337.732   0.059
0.066   337.831   0.060
0.067   337.900   0.061
0.068   338.006   0.063
0.069   338.140   0.064
0.070   338.199   0.064
0.071   338.205   0.064
0.072   338.272   0.065
0.073   338.368   0.066
0.074   338.410   0.065
0.075   338.422   0.065
0.076   338.427   0.065
0.077   338.466   0.063
0.078   83.548   0.063
0.079   83.556   0.065
0.080   83.566   0.067
0.081   83.585   0.065
0.082   83.806   0.066
0.083   83.822   0.066
0.084   83.843   0.062
0.085   83.885   0.057
0.086   83.927   0.052
0.087   83.952   0.044
0.088   83.968   0.037
0.089   84.260   0.033
0.090   84.295   0.028
0.091   84.301   0.025
0.092   84.300   0.023
0.093   84.302   0.021
0.094   84.277   0.020
0.095   84.236   0.017
0.096   84.213   0.015
0.097   84.184   0.014
