0.000   328.946   0.449
0.001   329.494   0.559
0.002   329.814   0.669
0.003   330.573   0.687
0.004   330.707   0.725
0.005   330.699   0.796
0.006   330.635   0.825
0.007   330.630   0.847
0.008   330.513   0.882
0.009   330.415   0.884
0.010   330.404   0.883
0.011   330.272   0.899
0.012   330.137   0.890
0.013   330.214   0.881
0.014   330.134   0.891
0.015   329.992   0.883
0.016   330.109   0.881
0.017   330.100   0.893
0.018   329.986   0.884
0.019   330.128   0.885
0.020   330.163   0.901
0.021   330.053   0.893
0.022   330.149   0.888
0.023   330.158   0.899
0.024   330.005   0.893
0.025   330.081   0.887
0.026   330.102   0.894
0.027   329.904   0.887
0.028   329.929   0.885
0.029   329.979   0.893
0.030   329.815   0.887
0.031   329.834   0.889
0.032   329.869   0.899
0.033   329.742   0.894
0.034   329.796   0.897
0.035   329.834   0.909
0.036   329.705   0.904
0.037   329.771   0.907
0.038   329.849   0.920
0.039   329.750   0.918
0.040   329.812   0.922
0.041   329.894   0.932
0.042   329.792   0.929
0.043   329.851   0.929
0.044   329.948   0.937
0.045   329.856   0.934
0.046   329.887   0.935
0.047   329.963   0.941
0.048   329.856   0.937
0.049   329.877   0.934
0.050   329.955   0.939
0.051   329.838   0.936
0.052   329.841   0.933
0.053   329.912   0.938
0.054   329.788   0.934
0.055   329.769   0.928
0.056   329.837   0.931
0.057   329.708   0.930
0.058   329.651   0.925
0.059   329.696   0.927
0.060   329.539   0.923
0.061   329.444   0.912
0.062   329.145   0.916
0.063   329.003   0.911
0.064   328.889   0.908
0.065   328.895   0.917
0.066   328.745   0.913
0.067   328.619   0.908
0.068   328.654   0.914
0.069   328.523   0.912
0.070   328.380   0.907
0.071   328.425   0.913
0.072   328.330   0.913
0.073   328.209   0.906
0.074   328.287   0.911
0.075   328.244   0.911
0.076   328.160   0.904
0.077   328.262   0.908
0.078   328.249   0.910
0.079   328.201   0.901
0.080   328.352   0.902
0.081   328.388   0.904
0.082   328.364   0.897
0.083   328.546   0.900
0.084   328.613   0.901
0.085   328.616   0.893
0.086   328.831   0.891
0.087   328.928   0.890
0.088   328.936   0.882
0.089   329.147   0.882
0.090   329.248   0.879
0.091   329.262   0.866
0.092   329.848   0.864
0.093   329.946   0.864
0.094   329.921   0.855
0.095   330.130   0.863
0.096   330.214   0.865
0.097   330.178   0.853
0.098   330.347   0.862
0.099   330.403   0.867
0.100   330.328   0.857
0.101   330.440   0.863
0.102   330.494   0.867
0.103   330.409   0.847
0.104   330.480   0.847
0.105   330.509   0.850
0.106   330.404   0.822
0.107   330.461   0.820
0.108   330.520   0.821
0.109   330.433   0.789
0.110   330.475   0.788
0.111   330.536   0.789
0.112   330.465   0.752
0.113   330.499   0.731
0.114   330.602   0.723
0.115   330.549   0.674
0.116   330.582   0.648
0.117   330.702   0.643
0.118   330.664   0.579
0.119   330.704   0.533
0.120   330.844   0.521
0.121   330.845   0.462
0.122   330.900   0.434
0.123   331.034   0.422
0.124   331.037   0.355
0.125   331.075   0.305
0.126   166.141   0.312
0.127   166.149   0.289
0.128   166.172   0.312
0.129   166.187   0.336
0.130   166.308   0.299
0.131   166.332   0.294
0.132   166.238   0.310
0.133   166.320   0.298
0.134   166.317   0.303
0.135   166.208   0.318
0.136   166.312   0.286
0.137   166.306   0.278
0.138   166.297   0.290
0.139   166.256   0.275
0.140   166.243   0.271
0.141   166.136   0.273
0.142   501.956   0.246
0.143   501.978   0.245
0.144   501.970   0.277
0.145   501.890   0.277
0.146   501.841   0.290
0.147   501.762   0.309
0.148   501.013   0.291
0.149   501.043   0.287
0.150   501.647   0.319
0.151   500.861   0.331
0.152   500.824   0.344
0.153   500.763   0.366
0.154   500.692   0.362
0.155   500.694   0.367
0.156   500.615   0.402
0.157   500.437   0.426
0.158   500.389   0.443
0.159   500.295   0.467
0.160   500.182   0.478
0.161   500.151   0.485
0.162   500.041   0.523
0.163   499.833   0.550
0.164   499.772   0.559
0.165   499.682   0.579
0.166   499.549   0.595
0.167   499.501   0.598
0.168   499.409   0.629
0.169   499.231   0.654
0.170   499.201   0.656
0.171   499.138   0.670
0.172   499.023   0.689
0.173   498.982   0.694
0.174   498.900   0.715
0.175   498.753   0.734
0.176   498.743   0.735
0.177   498.692   0.741
0.178   498.586   0.755
0.179   498.559   0.756
0.180   498.522   0.768
0.181   498.413   0.784
0.182   498.424   0.785
0.183   498.427   0.787
0.184   498.361   0.799
0.185   498.354   0.803
0.186   498.371   0.815
0.187   498.317   0.830
0.188   498.370   0.834
0.189   498.435   0.837
0.190   498.430   0.848
0.191   498.464   0.853
0.192   498.548   0.863
0.193   498.571   0.876
0.194   498.665   0.880
0.195   498.794   0.881
0.196   498.862   0.891
0.197   498.947   0.895
0.198   499.084   0.901
0.199   499.172   0.910
0.200   499.311   0.912
0.201   499.483   0.911
0.202   499.582   0.917
0.203   499.684   0.919
0.204   499.830   0.921
0.205   499.907   0.926
0.206   500.001   0.928
0.207   500.131   0.925
0.208   500.181   0.928
0.209   500.197   0.929
0.210   500.245   0.931
0.211   500.235   0.934
0.212   500.233   0.937
0.213   500.247   0.936
0.214   500.197   0.938
0.215   500.115   0.939
0.216   500.065   0.942
0.217   499.955   0.944
0.218   499.841   0.944
0.219   499.748   0.944
0.220   499.591   0.946
0.221   499.369   0.947
0.222   499.214   0.949
0.223   499.036   0.951
0.224   498.819   0.950
0.225   498.664   0.949
0.226   498.511   0.950
0.227   498.281   0.950
0.228   498.152   0.950
0.229   498.030   0.950
0.230   497.855   0.948
0.231   497.749   0.947
0.232   497.686   0.947
0.233   497.565   0.946
0.234   497.565   0.946
0.235   497.587   0.946
0.236   497.543   0.945
0.237   497.615   0.942
0.238   497.750   0.942
0.239   497.809   0.942
0.240   497.978   0.942
0.241   498.185   0.940
0.242   498.339   0.938
0.243   498.582   0.933
0.244   498.845   0.929
0.245   499.024   0.923
0.246   499.330   0.912
0.247   499.637   0.903
0.248   499.874   0.890
0.249   500.236   0.868
0.250   500.583   0.849
0.251   500.805   0.828
0.252   502.198   0.791
0.253   502.552   0.763
0.254   502.886   0.722
0.255   503.343   0.679
0.256   503.740   0.646
0.257   504.073   0.600
0.258   504.495   0.537
0.259   504.902   0.486
0.260   505.279   0.443
0.261   505.710   0.396
0.262   506.008   0.369
0.263   506.217   0.344
0.264   506.471   0.315
0.265   506.674   0.315
0.266   506.745   0.329
0.267   506.812   0.330
0.268   506.763   0.343
0.269   506.608   0.362
0.270   506.398   0.361
0.271   506.166   0.392
0.272   505.781   0.450
0.273   505.433   0.478
0.274   505.070   0.521
0.275   504.643   0.577
0.276   504.230   0.597
0.277   503.909   0.636
0.278   503.522   0.692
0.279   503.192   0.722
0.280   501.908   0.756
0.281   501.611   0.788
0.282   501.389   0.801
0.283   501.270   0.820
0.284   501.032   0.849
0.285   500.849   0.867
0.286   500.741   0.875
0.287   500.621   0.883
0.288   500.543   0.883
0.289   500.576   0.884
0.290   500.510   0.891
0.291   500.459   0.894
0.292   500.523   0.889
0.293   500.584   0.887
0.294   500.642   0.881
0.295   500.801   0.878
0.296   500.877   0.876
0.297   500.968   0.870
0.298   501.154   0.859
0.299   502.155   0.856
0.300   502.278   0.853
0.301   502.486   0.858
0.302   502.628   0.859
0.303   502.756   0.848
0.304   502.952   0.834
0.305   503.137   0.826
0.306   503.249   0.817
0.307   503.394   0.815
0.308   503.449   0.807
0.309   503.456   0.782
0.310   503.546   0.754
0.311   503.618   0.735
0.312   503.575   0.715
0.313   503.524   0.698
0.314   503.424   0.679
0.315   503.341   0.655
0.316   503.304   0.623
0.317   503.245   0.603
0.318   503.132   0.594
0.319   503.031   0.580
0.320   502.831   0.547
0.321   502.701   0.515
0.322   501.696   0.490
0.323   501.608   0.483
0.324   501.426   0.486
0.325   501.294   0.472
0.326   501.149   0.442
0.327   501.070   0.425
0.328   500.966   0.407
0.329   500.881   0.391
0.330   500.745   0.391
0.331   500.671   0.368
0.332   500.625   0.325
0.333   500.671   0.307
0.334   500.699   0.302
0.335   500.764   0.292
0.336   500.742   0.289
0.337   500.756   0.275
0.338   500.845   0.248
0.339   667.991   0.258
0.340   668.079   0.300
0.341   668.085   0.355
0.342   668.137   0.405
0.343   668.181   0.430
0.344   668.155   0.449
0.345   668.178   0.492
0.346   668.248   0.535
0.347   668.192   0.595
0.348   668.214   0.627
0.349   668.266   0.622
0.350   668.256   0.630
0.351   668.252   0.653
0.352   668.282   0.661
0.353   668.286   0.685
0.354   668.330   0.705
0.355   668.318   0.701
0.356   668.273   0.706
0.357   668.273   0.719
0.358   668.299   0.721
0.359   668.240   0.733
0.360   668.217   0.741
0.361   668.198   0.733
0.362   668.138   0.741
0.363   668.082   0.753
0.364   668.051   0.747
0.365   667.973   0.746
0.366   667.922   0.745
0.367   667.876   0.737
0.368   667.816   0.739
0.369   667.778   0.740
0.370   667.762   0.732
0.371   667.645   0.731
0.372   667.511   0.722
0.373   667.441   0.706
0.374   667.386   0.708
0.375   667.252   0.711
0.376   667.104   0.690
0.377   665.849   0.674
0.378   665.614   0.664
0.379   665.373   0.651
0.380   665.076   0.652
0.381   664.752   0.658
0.382   664.375   0.642
0.383   663.882   0.616
0.384   663.404   0.587
0.385   662.929   0.540
0.386   662.434   0.490
0.387   661.907   0.460
0.388   661.394   0.411
0.389   660.868   0.349
0.390   660.392   0.289
0.391   659.982   0.224
0.392   503.236   0.170
0.393   503.030   0.190
0.394   502.726   0.214
0.395   502.457   0.235
0.396   502.152   0.266
0.397   501.762   0.301
0.398   501.495   0.331
0.399   501.226   0.372
0.400   500.904   0.416
0.401   500.669   0.447
0.402   500.484   0.479
0.403   500.235   0.522
0.404   500.026   0.558
0.405   499.859   0.583
0.406   499.672   0.603
0.407   499.565   0.613
0.408   499.450   0.614
0.409   499.291   0.626
0.410   499.205   0.639
0.411   499.107   0.645
0.412   499.003   0.661
0.413   498.993   0.674
0.414   498.997   0.678
0.415   498.954   0.699
0.416   499.001   0.719
0.417   499.055   0.728
0.418   499.096   0.738
0.419   499.176   0.741
0.420   499.302   0.739
0.421   499.371   0.755
0.422   499.481   0.767
0.423   499.596   0.766
0.424   499.703   0.769
0.425   499.835   0.763
0.426   499.988   0.753
0.427   500.044   0.761
0.428   500.133   0.771
0.429   500.228   0.768
0.430   500.286   0.768
0.431   500.369   0.761
0.432   500.517   0.748
0.433   500.588   0.751
0.434   500.626   0.759
0.435   500.700   0.754
0.436   500.763   0.754
0.437   500.823   0.747
0.438   500.947   0.729
0.439   500.992   0.724
0.440   501.029   0.730
0.441   501.128   0.728
0.442   501.194   0.723
0.443   501.256   0.713
0.444   501.385   0.691
0.445   501.463   0.659
0.446   501.480   0.639
0.447   501.524   0.629
0.448   501.603   0.611
0.449   501.607   0.581
0.450   501.639   0.549
0.451   501.633   0.511
0.452   501.579   0.472
0.453   501.488   0.447
0.454   501.348   0.431
0.455   501.151   0.416
0.456   500.967   0.399
0.457   500.724   0.385
0.458   500.464   0.367
0.459   500.231   0.350
0.460   499.996   0.342
0.461   499.703   0.341
0.462   499.474   0.334
0.463   499.283   0.334
0.464   499.156   0.332
0.465   499.045   0.315
0.466   498.905   0.299
0.467   498.806   0.287
0.468   632.109   0.294
0.469   632.220   0.309
0.470   632.492   0.324
0.471   632.889   0.337
0.472   633.250   0.349
0.473   633.701   0.357
0.474   634.349   0.341
0.475   634.958   0.324
0.476   635.459   0.327
0.477   636.024   0.331
0.478   637.977   0.332
0.479   640.881   0.351
0.480   641.265   0.399
0.481   641.513   0.447
0.482   641.539   0.482
0.483   641.448   0.511
0.484   641.259   0.550
0.485   640.948   0.582
0.486   640.592   0.604
0.487   640.249   0.621
0.488   639.872   0.640
0.489   635.978   0.665
0.490   635.673   0.694
0.491   635.341   0.724
0.492   635.077   0.746
0.493   634.905   0.756
0.494   634.775   0.766
0.495   634.666   0.775
0.496   634.583   0.781
0.497   634.501   0.788
0.498   634.451   0.792
0.499   634.412   0.791
0.500   634.394   0.796
0.501   634.409   0.801
0.502   634.397   0.802
0.503   634.353   0.808
0.504   634.348   0.813
0.505   634.312   0.811
0.506   634.174   0.811
0.507   634.053   0.807
0.508   633.935   0.807
0.509   633.748   0.810
0.510   633.532   0.814
0.511   633.306   0.820
0.512   633.053   0.828
0.513   632.761   0.832
0.514   632.449   0.833
0.515   632.154   0.832
0.516   631.834   0.834
0.517   631.518   0.837
0.518   631.285   0.841
0.519   631.069   0.846
0.520   630.862   0.849
0.521   630.735   0.851
0.522   630.681   0.853
0.523   630.689   0.852
0.524   630.743   0.851
0.525   630.872   0.851
0.526   631.134   0.851
