1.0,1.0,0.24477818056274814,0.2659539550804145,50,0
0.09724762038730247,0.1035230352303523,0.0897635076816848,0.20540019286403086,50,10
0.022975570872602803,0.04390243902439024,0.07621267046435352,0.004081632653061225,50,20
0.00417311389318704,0.024932249322493227,0.07763680303814949,0.0,50,30
0.0,0.01951219512195122,0.0780683583635422,0.0,50,40
0.0,0.014634146341463415,0.07845675815639565,0.0,50,50
0.0,0.011382113821138212,0.07871569135163128,0.0,50,60
0.0,0.007588075880758808,0.07901778007940619,0.0,50,70
0.0,0.004336043360433604,0.07927671327464181,0.0,50,80
0.0,0.0,0.07962195753495598,0.0,50,90
